1.0000000000000002e-6	1.1730970035758537e-12	7.02098315223126e-15	1.166076020423638e-12
1.02e-6	1.2244606481710025e-12	7.418291166704516e-15	1.2170423570042982e-12
1.04e-6	1.2798552915896614e-12	7.92374329407726e-15	1.271931548295573e-12
1.06e-6	1.3388925728402026e-12	8.538605460243396e-15	1.3303539673799522e-12
1.08e-6	1.401099159259243e-12	9.265076218593503e-15	1.3918340830406393e-12
1.1e-6	1.465777735961287e-12	1.0104398270235123e-14	1.4556733376910277e-12
1.12e-6	1.5318594713867345e-12	1.1054460260220369e-14	1.5208050111265452e-12
1.14e-6	1.5977529513722395e-12	1.2106751224681796e-14	1.5856462001475494e-12
1.1600000000000001e-6	1.6612140153450906e-12	1.324274816240655e-14	1.6479712671827004e-12
1.1800000000000001e-6	1.7192875176370925e-12	1.4430241523958222e-14	1.7048572761131245e-12
1.2000000000000002e-6	1.7683986235321975e-12	1.5620740859434857e-14	1.7527778826727633e-12
1.2200000000000002e-6	1.8046778263243122e-12	1.674975763202406e-14	1.7879280686922908e-12
1.24e-6	1.8245592234168704e-12	1.774190987905811e-14	1.8068173135377569e-12
1.26e-6	1.825575134013621e-12	1.852171437225007e-14	1.8070534196413903e-12
1.28e-6	1.8071139375012767e-12	1.9028366896763467e-14	1.7880855706045474e-12
1.3e-6	1.7708177685439442e-12	1.9229838149203424e-14	1.7515879303947484e-12
1.32e-6	1.7203875022683884e-12	1.9130530410060553e-14	1.7012569718583525e-12
1.3399999999999999e-6	1.6608275620025075e-12	1.8769131743202794e-14	1.6420584302593087e-12
1.3600000000000001e-6	1.5974304996821493e-12	1.820795841727613e-14	1.579222541264873e-12
1.3800000000000001e-6	1.534880570955831e-12	1.75186951020915e-14	1.5173618758537576e-12
1.4000000000000001e-6	1.476720746706211e-12	1.676979654055174e-14	1.4599509501656441e-12
1.4200000000000002e-6	1.4252151916132066e-12	1.6018539993034685e-14	1.4091966516201818e-12
1.4400000000000002e-6	1.3814927921546101e-12	1.5307995020145066e-14	1.3661847971344653e-12
1.46e-6	1.3458206289382123e-12	1.4667547663199136e-14	1.3311530812750412e-12
1.48e-6	1.31789169202745e-12	1.4115271056287824e-14	1.3037764209711608e-12
1.5e-6	1.2970655724360104e-12	1.366082459871119e-14	1.28340474783729e-12
1.52e-6	1.2825434904107342e-12	1.330812781371614e-14	1.2692353625970222e-12
1.54e-6	1.2734825747960634e-12	1.305750201477252e-14	1.260425072781284e-12
1.56e-6	1.2690631556328169e-12	1.2907237842117643e-14	1.2561559177907022e-12
1.5800000000000001e-6	1.2685235227320884e-12	1.2854667692085045e-14	1.2556688550399785e-12
1.6000000000000001e-6	1.2711739772390947e-12	1.289685700104785e-14	1.25827712023803e-12
1.6200000000000002e-6	1.2763987056827457e-12	1.3031022023602653e-14	1.2633676836591419e-12
1.6400000000000002e-6	1.2836511471442877e-12	1.325476071598973e-14	1.2703963864283159e-12
1.6600000000000002e-6	1.29244639670586e-12	1.3566160623221658e-14	1.278880236082638e-12
1.68e-6	1.302352737634083e-12	1.3963828388428445e-14	1.2883889092456381e-12
1.7e-6	1.3129834625924848e-12	1.4446870863490703e-14	1.2985365917289739e-12
1.72e-6	1.323989572410664e-12	1.501484739135039e-14	1.3089747250193125e-12
1.74e-6	1.3350536046128867e-12	1.5667705757495165e-14	1.319385898855412e-12
1.76e-6	1.3458846544798462e-12	1.640570967464294e-14	1.3294789448052287e-12
1.7800000000000001e-6	1.3562145500237103e-12	1.722936273533773e-14	1.3389851872884005e-12
1.8000000000000003e-6	1.365795091437336e-12	1.8139331991520208e-14	1.3476557594458158e-12
1.8200000000000002e-6	1.3743962423137367e-12	1.9136373305361753e-14	1.355259869008387e-12
1.8400000000000002e-6	1.3818051505709515e-12	2.022126008804885e-14	1.3615838904828716e-12
1.8600000000000004e-6	1.3878258738356833e-12	2.1394716813761007e-14	1.366431157021916e-12
1.88e-6	1.3922796830112392e-12	2.2657358633474594e-14	1.369622324377766e-12
1.9e-6	1.3950058171332651e-12	2.4009638425193253e-14	1.3709961787081064e-12
1.9200000000000003e-6	1.3958625620407915e-12	2.5451802637879143e-14	1.3704107594029003e-12
1.94e-6	1.394728525307327e-12	2.6983857269412444e-14	1.3677446680378896e-12
1.9600000000000003e-6	1.3915039811599142e-12	2.860554523226957e-14	1.3628984359276455e-12
1.98e-6	1.386112162771796e-12	3.031633618607343e-14	1.3557958265857476e-12
2.0000000000000003e-6	1.378500386283837e-12	3.2115429646970465e-14	1.3463849566368596e-12
